datum;factuur;product;omschrijving;aantal;prijs;eenheid
2026-01-08;2304;Hoogwerker (20085);Inclusief transport kosten.<p>Inclusief rijplaten voor straatwerk.</p><p><br></p><p>Hier kan geen korting op verleend wo;1;200.83;stuks
2026-01-08;2304;Korting (20090);;1;-574.38;prijs
2026-01-08;2304;Aanbetaling (4);Aanbetaling - factuur 1834 van 15-10-2025.;-1;1380.82;prijs
2026-01-08;2305;Rolluik (RollSUPER) (20064);Breedte: 2980mm<p>Hoogte: &nbsp,1610mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: Naturel Grey</p><p>Kleur P;1;1133.88;stuks
2026-01-08;2305;Situo 1 IO (20047);- 1 kanaal afstandsbediening;1;61.98;stuks
2026-01-08;2305;Montage rolluik solar (20241);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;1;82.64;stuks
2026-01-08;2305;Hoogwerker (20085);Inclusief transport kosten.<p>Inclusief rijplaten voor straatwerk.</p><p><br></p><p>Hier kan geen korting op verleend wo;1;200.83;stuks
2026-01-08;2305;Korting (20090);- 15% korting;1;-191.74;prijs
2026-01-08;2305;Aanbetaling (4);Aanbetaling - factuur 1833 van 15-10-2025.;-1;515.04;prijs
2026-01-08;2306;Rolluik (RollSUPER) (20064);Breedte: 1760mm<p>Hoogte: &nbsp,2800mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: Naturel Grey</p><p>Kleur P;1;1119.01;stuks
2026-01-08;2306;Rolluik (RollSUPER) (20064);Breedte: 2990mm<p>Hoogte: &nbsp,1620mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting:&nbsp,<span style="">Nature;1;1133.88;stuks
2026-01-08;2306;Rolluik (RollSUPER) (20064);Breedte: 3600mm<p>Hoogte: &nbsp,1600mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting:&nbsp,<span style="">Nature;1;1229.75;stuks
2026-01-08;2306;Situo 5 IO (20048);<p>- 5 kanaals afstandsbediening</p>;1;95.04;stuks
2026-01-08;2306;Montage rolluik solar (20241);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;3;82.64;stuks
2026-01-08;2306;Hoogwerker (20085);Inclusief transport kosten.<p>Inclusief rijplaten voor straatwerk.</p><p><br></p><p>Hier kan geen korting op verleend wo;1;200.83;stuks
2026-01-08;2306;Korting (20090);- 15% korting;1;-574.38;prijs
2026-01-08;2306;Aanbetaling (4);Aanbetaling - factuur 1836 van 15-10-2025.;-1;1380.82;prijs
2026-01-08;2307;Rolluik (RollSUPER) (20064);Breedte: 3600mm<p>Hoogte: &nbsp,1610mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting:&nbsp,Naturel Grey</p><p>Kl;1;1229.75;stuks
2026-01-08;2307;Situo 1 IO (20047);- 1 kanaal afstandsbediening;1;61.98;stuks
2026-01-08;2307;Montage rolluik solar (20241);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;1;82.64;stuks
2026-01-08;2307;Korting (20090);- 15% korting;1;-207.43;prijs
2026-01-08;2307;Aanbetaling (4);Aanbetaling - factuur 1835 van 15-10-2025.;-1;466.78;prijs
2026-01-08;2308;Inklemhor Unilux (20076);<p><span style="">Breedte (dagmaat): 865 mm</span></p><p>Hoogte (dagmaat): 1532 mm</p><p>Type kozijn: HOUT</p><p>Systeem;1;214.88;stuks
2026-01-08;2308;Inklemhor Unilux (20076);<p><span style="">Breedte (dagmaat): 887 mm</span></p><p>Hoogte (dagmaat): 1305 mm</p><p>Type kozijn: HOUT</p><p>Systeem;1;214.88;stuks
2026-01-08;2308;Inklemhor Unilux (20076);<p><span style="">Breedte (dagmaat): 887 mm</span></p><p>Hoogte (dagmaat): 1445 mm</p><p>Type kozijn: HOUT</p><p>Systeem;1;214.88;stuks
2026-01-08;2308;Montage inklemhor. (20261);- Montage inklemhor.<p>- Let op, doordat wij het</p>;3;16.53;stuks
2026-01-08;2308;Korting (20090);Tijdelijke actie, 15% korting;1;-104.13;prijs
2026-01-08;2308;Aanbetaling (4);Aanbetaling - factuur 2100 van 26-11-2025.;-1;236.04;prijs
2026-01-08;2309;Rolluik (RollSUPER) (20064);Breedte: 2420 mm<p>Hoogte:&nbsp, 1695 mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: RAL 7016</p><p>Kleur Pan;1;1119.83;stuks
2026-01-08;2309;Montage rolluik solar (20241);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;1;123.97;stuks
2026-01-08;2309;Korting (20090);Tijdelijke actie 15%;1;-167.98;prijs
2026-01-08;2310;Somfy motor uitvalscherm (20246);- Somfy<p>- Type: LT 30nm</p><p>- Product: Uitvalscherm<br></p><p>- Inclusief montage</p><p><br></p><p>Vierkante kopstuk;3;578.51;stuks
2026-01-08;2310;Diverse zonwering. (20212);Lokaal 108: Rechter arm naar beneden stellen<p>Lokaal 109: Alle 2 de armen naar beneden stellen</p><p>Lokaal 007: Alle 3;1;433.88;prijs
2026-01-08;2310;Zonweringsdoek  (20124);Doek kleur: Wit/Blauw gestreept<p>Breedte: 5370mm</p><p>Uitval: 2300mm</p><p><br></p><p>Klikpees boven langs</p><p>Incls;1;914.05;stuks
2026-01-08;2310;Hoogwerker (20085);Inclusief transport kosten.<p><br></p><p>Spin hoogwerker 3de etage.</p>;1;454.55;stuks
2026-01-08;2310;Aanbetaling (4);Aanbetaling - factuur 1808 van 11-10-2025.;-1;1415.2;prijs
2026-01-08;2311;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (4675);1;3165.95;prijs
2026-01-08;2312;Aanbetaling (4);Aanbetaling Prijsopgaaf Sonty. (4736);1;135.54;prijs
2026-01-08;2313;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (4696);1;537.12;prijs
2026-01-08;2314;Aanbetaling (4);Aanbetaling Prijsopgave rolluiken Den Bosch (3443);1;2098.06;prijs
2026-01-08;2315;gewerkte uren Sonty (20089);- Herstellen van een uitvalscherm.<p>- Opnieuw gemonteerd</p>;-4;75;uur
2026-01-08;2315;Voorrijkosten (20088);;-1;37.5;prijs
2026-01-08;2316;Gewerkte uren (20067);- Herstellen van een uitvalscherm.<p>- Opnieuw gemonteerd</p>;4;75;uur
2026-01-08;2316;Voorrijkosten (20088);;1;37.5;prijs
2026-01-09;2317;Rolluik (RollSUPER) (20064);Breedte: 1415 mm<p>Hoogte: 2430 mm</p><p>Kastmaat: 205 mm (schuin)</p><p>Kleur Omvatting: RAL 7016</p><p>Kleur Pantser: ;1;1042.15;stuks
2026-01-09;2317;Rolluik (RollSUPER) (20064);Breedte: 1080 mm<p>Hoogte: 2120 &nbsp,mm</p><p>Kastmaat: 205 mm (schuin)</p><p>Kleur Omvatting: RAL 7016</p><p>Kleur Pan;1;906.61;stuks
2026-01-09;2317;Situo 1 IO (20047);- 1 kanaal afstandsbediening;2;61.98;stuks
2026-01-09;2317;Montage rolluik solar (20241);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;2;123.97;stuks
2026-01-09;2317;Korting (20090);Tijdelijke actie 15%;1;-312.39;prijs
2026-01-09;2317;Aanbetaling (4);Aanbetaling - factuur 1777 van 07-10-2025.;-1;704.13;prijs
2026-01-10;2318;Aanbetaling (4);Aanbetaling Prijsopgave Pergola (4520);1;1841.9;prijs
2026-01-10;2319;Aanbetaling (4);Aanbetaling Prijsopgave gordijnen (4663);1;428.96;prijs
2026-01-10;2320;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (4732);1;1831.4;prijs
2026-01-10;2321;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (4674);1;3632.13;prijs
2026-01-10;2322;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (4695);1;329.59;prijs
2026-01-10;2323;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (4703);1;720.66;prijs
2026-01-10;2324;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (4392);1;400;prijs
2026-01-12;2325;Zip Design (20092);Breedte: 1210 mm<p>Hoogte: 1670 mm</p><p>Kastmaat: 105 mm</p><p>Kleur omvatting: Ral <span style="font-weight: bold,">70;3;1110.74;stuks
2026-01-12;2325;Zip Design (20092);Breedte: 1210 mm<p>Hoogte: 1670 mm</p><p>Kastmaat: 105 mm</p><p>Kleur omvatting: Ral<span style="font-weight: bold,"> 90;1;1110.74;stuks
2026-01-12;2325;Zip Design (20092);Breedte: 660 mm<p>Hoogte: 1670 mm</p><p>Kastmaat: 105 mm</p><p>Kleur omvatting: Ral <span style="font-weight: bold,">901;4;1007.44;stuks
2026-01-12;2325;Zip Design (20092);Breedte: 1760 mm<p>Hoogte: 1670 mm</p><p>Kastmaat: 105 mm</p><p>Kleur omvatting: Ral <span style="font-weight: bold,">90;2;1187.6;stuks
2026-01-12;2325;Zip Design (20092);Breedte: 3300 mm<p>Hoogte: 1665 mm</p><p>Kastmaat: 105 mm</p><p>Kleur omvatting: Ral <span style="font-weight: bold,">70;1;1557.85;stuks
2026-01-12;2325;Situo 5 IO (20048);<p>- 5 kanaals afstandsbediening</p>;3;95.04;stuks
2026-01-12;2325;Tahoma (20079);- app bediening voor somfy motoren.<p>- Inclusief programmeren</p>;1;165.29;stuks
2026-01-12;2325;Montage screen solar (20253);- Montage<p></p><p>- Klein materiaal</p><p>- Afstellen motor</p><p></p>;11;123.97;stuks
2026-01-12;2325;Diverse zonwering. (20212);- <span style="font-weight: bold,">Meerprijs Ral 7030 voorzijde.</span><p>- Korting is hier al op berekend.</p>;1;674.38;prijs
2026-01-12;2325;Korting (20090);<span style="font-weight: bold,">- Grote afname korting</span>;1;-3062.83;prijs
2026-01-12;2325;Korting (20090);Andere opdracht;1;-980.99;prijs
2026-01-12;2325;Aanbetaling (4);Aanbetaling - factuur 1721 van 01-10-2025.;-1;4732.56;prijs
2026-01-12;2326;Zip Design (20092);Breedte: 1210 mm<p>Hoogte: 1670 mm</p><p>Kastmaat: 105 mm</p><p>Kleur omvatting: Ral <span style="font-weight: bold,">70;1;980.99;stuks
2026-01-12;2327;Rolluik (RollSUPER) (20064);Breedte: 1585mm<p>Hoogte: &nbsp,1455mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: RAL 7016</p><p>Kleur Pants;1;693.39;stuks
2026-01-12;2327;Situo 1 IO (20047);- 1 kanaal afstandsbediening;1;61.98;stuks
2026-01-12;2327;Montage Rolluik Bedraad (20065);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;1;123.97;stuks
2026-01-12;2327;Korting (20090);Tijdelijke actie, 15% korting;1;-132.23;prijs
2026-01-12;2327;Aanbetaling (4);Aanbetaling - factuur 1744 van 03-10-2025.;-1;298.84;prijs
2026-01-12;2328;Rolluik (RollSUPER) (20064);Breedte: 2900 mm<p>Hoogte: 1285 mm</p><p>Kastmaat: 165 mm (schuin)</p><p>Kleur Omvatting: RAL 9016</p><p>Kleur Pantser: ;1;1098.51;stuks
2026-01-12;2328;Montage rolluik solar (20241);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;1;123.97;stuks
2026-01-12;2328;Korting (20090);Tijdelijke actie 15%;1;-165.45;prijs
2026-01-12;2328;Aanbetaling (4);Aanbetaling - factuur 1705 van 27-09-2025.;-1;373.22;prijs
2026-01-13;2329;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (4751);1;1160.53;prijs
2026-01-13;2330;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (4753);1;618.84;prijs
2026-01-13;2331;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (4656);1;470.42;prijs
2026-01-13;2332;Aanbetaling (4);Aanbetaling Prijsopgaaf Sonty. (4756);1;683.64;prijs
2026-01-13;2333;Aanbetaling (4);Aanbetaling Prijsopgaaf Moeder (4758);1;476.36;prijs
2026-01-13;2334;Aanbetaling (4);Aanbetaling Prijsopgaaf Sonty. (4759);1;4715.38;prijs
2026-01-13;2335;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (4693);1;2204.63;prijs
2026-01-13;2336;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (4733);1;486.46;prijs
2026-01-13;2337;Aanbetaling (4);Aanbetaling Prijsopgaaf Gordijnen. (4744);1;844.3;prijs
2026-01-13;2338;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (4686);1;1602.97;prijs
2026-01-13;2339;Rolluik (RollSUPER) (20064);Breedte: 995 mm<p>Hoogte: 1580 mm</p><p>Kastmaat: 180 mm (schuin)</p><p>Kleur Omvatting: RAL 7016</p><p>Kleur Pantser: R;5;904.42;stuks
2026-01-13;2339;Tahoma (20079);- app bediening voor somfy motoren.;1;132.23;stuks
2026-01-13;2339;Situo 5 IO (20048);<p>- 5 kanaals afstandsbediening</p>;1;95.04;stuks
2026-01-13;2339;Montage rolluik solar (20241);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p><p><br></p><p><span style="font-weight: bold,">GRATIS ACTIE!</s;5;61.98;stuks
2026-01-13;2339;Korting (20090);Tijdelijke actie 15%;1;-713.01;prijs
2026-01-13;2339;Aanbetaling (4);Aanbetaling - factuur 1704 van 27-09-2025.;-1;1614.54;prijs
2026-01-13;2340;Roma Zipscreen (20308);Breedte: 2930 mm<p>Hoogte: 1970 mm</p><p>Kastmaat: 105 mm</p><p>Kleur omvatting: RAL 9010 STR</p><p>Kleur doek: 4854670<;1;2187.6;stuks
2026-01-13;2340;Tahoma (20079);- app bediening voor somfy motoren.;1;132.23;stuks
2026-01-13;2340;Montage screen solar (20253);- Montage<p></p><p>- Klein materiaal</p><p>- Afstellen motor</p><p></p>;1;123.97;stuks
2026-01-13;2340;Korting (20090);Tijdelijk actie 20%;1;-463.97;prijs
2026-01-13;2340;Aanbetaling (4);Aanbetaling - factuur 1853 van 18-10-2025.;-1;742.34;prijs
2026-01-13;2341;Rolluik (RollSUPER) (20064);Breedte: 2670 mm<p>Hoogte: &nbsp,152 0mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: RAL 7016</p><p>Kleur Pan;1;1075.21;stuks
2026-01-13;2341;Rolluik (RollSUPER) (20064);Breedte: 1550 mm<p>Hoogte: &nbsp,1460 mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: RAL 7016</p><p>Kleur Pan;2;883.47;stuks
2026-01-13;2341;Situo 5 IO (20048);<p>- 5 kanaals afstandsbediening</p>;1;95.04;stuks
2026-01-13;2341;Kokers (20099);Afmeting: 70x40x2x1260 2x<p>Kleur: ral 7016</p><p>Materiaal: aluminium</p>;1;96.69;stuks
2026-01-13;2341;Montage rolluik solar (20241);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;3;82.64;stuks
2026-01-13;2341;Korting (20090);15% Korting &nbsp,Tijdelijke actie&nbsp,;1;-457.85;prijs
2026-01-13;2341;Aanbetaling (4);Aanbetaling - factuur 1900 van 27-10-2025.;-1;1030.41;prijs
2026-01-13;2342;Rolluik (RollSUPER) (20064);Breedte: 1680 mm<p>Hoogte:&nbsp, 2375 mm</p><p>Kastmaat: 205 mm (schuin)</p><p>Kleur Omvatting: RAL 9001</p><p>Kleur Pan;1;785.95;stuks
2026-01-13;2342;Montage Rolluik Bedraad (20065);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;1;161.16;stuks
2026-01-13;2342;Korting (20090);Tijdelijke actie 15%;1;-142.07;prijs
2026-01-13;2342;Aanbetaling (4);Aanbetaling - factuur 1914 van 29-10-2025.;-1;322.02;prijs
2026-01-13;2343;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (4697);1;1652.89;prijs
2026-01-13;2344;Rolluik (RollSUPER) (20064);Breedte: 1875mm<p>Hoogte:&nbsp, 2555mm</p><p>Kastmaat: 205 mm (schuin)</p><p>Kleur Omvatting: RAL <span style="font-weig;1;1300;stuks
2026-01-13;2344;Rolluik (RollSUPER) (20064);Breedte: 1875mm<p>Hoogte:&nbsp, 1795mm</p><p>Kastmaat: 205 mm (schuin)</p><p>Kleur Omvatting: RAL <span style="font-weig;1;1091.74;stuks
2026-01-13;2344;Rolluik (RollSUPER) (20064);Breedte: 1455mm<p>Hoogte:&nbsp, 1430mm</p><p>Kastmaat: 180 mm (schuin)</p><p>Kleur Omvatting: RAL <span style="font-weig;1;883.47;stuks
2026-01-13;2344;Rolluik (RollSUPER) (20064);Breedte: 1915mm<p>Hoogte:&nbsp, 1430mm</p><p>Kastmaat: 180 mm (schuin)</p><p>Kleur Omvatting: RAL <span style="font-weig;1;961.98;stuks
2026-01-13;2344;Hoeklijnen (20100);<p><span style="font-weight: bold,">MN</span></p>Maten:<p><span style="">- 20x70x2555mm 2x</span></p><p><span style="">-;1;205.79;prijs
2026-01-13;2344;Hoeklijnen (20100);<p><span style="font-weight: bold,">MN</span></p>Maten:<p>- 20x100x1875mm 1x</p><p>- 20x50x1875mm 1x<br></p><p>Kleur: Ra;1;102.48;prijs
2026-01-13;2344;Hoeklijnen (20100);<p><span style="font-weight: bold,">MN</span></p>Maten:<p>- 20x120x1875 1x</p><p>- 20x70x1795mm 1x<br></p><p>- 20x70x100;1;139.67;prijs
2026-01-13;2344;Zip Design (20092);Breedte: 690 mm<p>Hoogte: 1670 mm</p><p>Kastmaat: 110 mm</p><p>Kleur omvatting: Ral 9001</p><p>Kleur doek: 80812, 1%</p>;1;1084.3;stuks
2026-01-13;2344;Montage rolluik solar (20241);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;4;123.97;stuks
2026-01-13;2344;Montage screen solar (20253);- Montage<p></p><p>- Klein materiaal</p><p>- Afstellen motor</p><p></p>;1;123.97;stuks
2026-01-13;2344;Situo 5 IO (20048);<p>- 5 kanaals afstandsbediening</p>;2;95.04;stuks
2026-01-13;2344;Somfy Connectivity (20211);- Telefoon bediening Somfy motoren.;1;99.17;stuks
2026-01-13;2344;Korting (20090);<span style="font-weight: bold,">- 15% korting</span>;1;-1002.5;prijs
2026-01-13;2344;Aanbetaling (4);Aanbetaling - factuur 1389 van 14-08-2025.;-1;2270.41;prijs
2026-01-13;2345;Rolluik (RollSUPER) (20064);Breedte: 1690 mm<p>Hoogte:&nbsp, 1730 mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: RAL 7016</p><p>Kleur Pan;1;759.5;stuks
2026-01-13;2345;Situo 1 IO (20047);- 1 kanaal afstandsbediening;1;61.98;stuks
2026-01-13;2345;Montage Rolluik Bedraad (20065);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;1;161.16;stuks
2026-01-13;2345;Korting (20090);Tijdelijke actie, 15% korting;1;-147.4;prijs
2026-01-13;2345;Aanbetaling (4);Aanbetaling - factuur 1701 van 26-09-2025.;-1;334.1;prijs
2026-01-14;2346;Aanbetaling (4);Aanbetaling Prijsopgaaf Duo plisse (4762);1;1057.85;prijs
2026-01-14;2347;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (4728);1;580.83;prijs
2026-01-14;2348;Aanbetaling (4);Aanbetaling Prijsopgave Sonty knikarmscherm (4713);1;848.59;prijs
2026-01-14;2349;Zip Design (20092);Breedte: 2535 mm<br>Hoogte: 1846 mm<br><p>Kastmaat: 110 mm</p><p>Kleur omvatting: Ral 7016 STR</p><p>Kleur doek: 71818</;1;1529.36;stuks
2026-01-14;2349;Montage screen solar (20253);<p>GRATIS MONTAGE</p>- Montage<p></p><p>- Klein materiaal</p><p>- Afstellen motor</p><p></p>;1;0;stuks
2026-01-14;2349;Korting (20090);<span style="font-weight: bold,">15% tijdelijke actie</span>;1;-230.19;prijs
2026-01-14;2349;Aanbetaling (4);Aanbetaling - factuur 1754 van 03-10-2025.;-1;519.67;prijs
2026-01-14;2350;Markies (20147);<p>Uitvoering: Aluminium</p><p>Breedte: 1550mm</p><p>Uitval: 1150mm</p>Model: Standaard<p>Bediening: Somfy LT motor</p><;1;1586.78;stuks
2026-01-14;2350;Markies (20147);<p>Uitvoering: Aluminium</p><p>Breedte: 1080mm</p><p>Uitval: 1150mm</p><p>Model: Standaard</p><p>Bediening: Somfy LT mot;1;1485.95;stuks
2026-01-14;2350;Montage markies (aluminium kappen) (20259);- montage<p>- klein materiaal</p><p>- Afwerken elektra</p>;2;206.61;stuks
2026-01-14;2350;Hoeklijnen (20100);Maten: 20x70x1400mm<p>Kleur: Ral 7016 STR</p><p>Materiaal: Aluminium</p>;1;33.88;stuks
2026-01-14;2350;Korting (20090);;1;-528.92;prijs
2026-01-14;2350;Diverse zonwering. (20212);- Aanbetaald;1;-1198.35;prijs
2026-01-14;2351;Rolluik (RollSUPER) (20064);Breedte: 2075 mm<p>Hoogte: 1665 mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: RAL 7016</p><p>Kleur Pantser: ;1;1119.01;stuks
2026-01-14;2351;Rolluik (RollSUPER) (20064);Breedte: 1500 mm<p>Hoogte: 2275 mm</p><p>Kastmaat: 205 mm (schuin)</p><p>Kleur Omvatting: RAL 7016</p><p>Kleur Pantser: ;1;1044.63;stuks
2026-01-14;2351;Montage rolluik solar (20241);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;2;123.97;stuks
2026-01-14;2351;Korting (20090);Tijdelijke actie 15%;1;-324.55;prijs
2026-01-14;2351;Aanbetaling (4);Aanbetaling - factuur 1699 van 26-09-2025.;-1;735.64;prijs
2026-01-14;2352;Diverse zonwering. (20212);;1;10;prijs
2026-01-15;2353;Rolluik (RollSUPER) (20064);Breedte: 2240 mm<p>Hoogte: 1370 mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: RAL 7016</p><p>Kleur Pantser: ;1;1033.88;stuks
2026-01-15;2353;Rolluik (RollSUPER) (20064);Breedte: 2610 mm<p>Hoogte: 1375 mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: RAL 7016</p><p>Kleur Pantser: ;1;1061.16;stuks
2026-01-15;2353;Montage rolluik solar (20241);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;2;150;stuks
2026-01-15;2353;Korting (20090);Tijdelijke actie 15%;1;-399.64;prijs
2026-01-15;2353;Aanbetaling (4);Aanbetaling - factuur 1753 van 03-10-2025.;-1;678.16;prijs
2026-01-15;2354;Rolluik (RollSUPER) (20064);Breedte: 2630 mm<p>Hoogte: &nbsp,1490mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: Quarts grijs</p><p>Kleur ;1;1075.21;stuks
2026-01-15;2354;Rolluik (RollSUPER) (20064);Breedte: 3230 mm<p>Hoogte: 1315 mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: Quarts grijs</p><p>Kleur Pants;1;1124.79;stuks
2026-01-15;2354;Rolluik (RollSUPER) (20064);Breedte: 2520 mm<p>Hoogte: 1425 mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: Quarts grijs</p><p>Kleur Pants;1;1042.15;stuks
2026-01-15;2354;Situo 1 IO (20047);- 1 kanaal afstandsbediening;3;61.98;stuks
2026-01-15;2354;Montage rolluik solar (20241);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;3;123.97;stuks
2026-01-15;2354;Korting (20090);15% korting. tijdelijke actie&nbsp,;1;-515.69;prijs
2026-01-15;2354;Korting (20090);;1;-102.49;prijs
2026-01-15;2354;Aanbetaling (4);Aanbetaling - factuur 1817 van 14-10-2025.;-1;1123.96;prijs
2026-01-15;2355;Rolluik (RollSUPER) (20064);Breedte:&nbsp, 3190 mm<p>Hoogte:&nbsp, 1250 mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: RAL 7016</p><p>Kle;1;1087.6;stuks
2026-01-15;2355;Rolluik (RollSUPER) (20064);Breedte: 1320&nbsp, mm<p>Hoogte:&nbsp, 1695 mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: RAL 7016</p><p>Kle;2;883.47;stuks
2026-01-15;2355;Rolluik (RollSUPER) (20064);Breedte: 1540&nbsp, mm<p>Hoogte: 1625&nbsp, mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: RAL 7016</p><p>Kle;1;922.31;stuks
2026-01-15;2355;Valse vensterbank  (20109);<p>Eindpunt waar het rolluik op loopt.</p>Materiaal:&nbsp,<p>Maten: 3190 x 1250</p><p>Kleur:</p>;1;42.84;stuks
2026-01-15;2355;Montage rolluik solar (20241);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;4;123.97;stuks
2026-01-15;2355;Situo 1 IO (20047);- 1 kanaal afstandsbediening;1;61.98;stuks
2026-01-15;2355;Situo 5 IO (20048);<p>- 5 kanaals afstandsbediening</p>;1;95.04;stuks
2026-01-15;2355;Korting (20090);Tijdelijke actie 15%;1;-596.51;prijs
2026-01-15;2355;Aanbetaling (4);Aanbetaling - factuur 1851 van 18-10-2025.;-1;1352.08;prijs
2026-01-15;2356;Zip Design (20092);Breedte: 4970 mm<p>Hoogte: 1678&nbsp, mm</p><p>Kastmaat: 105 mm</p><p>Kleur omvatting: RAL 7016 STR</p><p>Kleur doek: 70;1;1934.71;stuks
2026-01-15;2356;Montage screen solar (20253);- Montage<p></p><p>- Klein materiaal</p><p>- Afstellen motor</p><p></p>;1;123.97;stuks
2026-01-15;2356;Korting (20090);Tijdelijke actie 15%;1;-290.21;prijs
2026-01-15;2356;Aanbetaling (4);Aanbetaling - factuur 1872 van 21-10-2025.;-1;657.8;prijs
2026-01-15;2357;Rolluik (RollSUPER) (20064);Breedte: 1990mm<p>Hoogte: &nbsp,1460mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: RAL 7016</p><p>Kleur Pants;2;961.98;stuks
2026-01-15;2357;Rolluik (RollSUPER) (20064);Breedte: 1200mm<p>Hoogte: &nbsp,1460mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: RAL 7016</p><p>Kleur Pants;2;814.05;stuks
2026-01-15;2357;Rolluik (RollSUPER) (20064);<p><span style="font-weight: bold,">GEKOPPELD</span></p>Breedte: 3340mm<p><span style="">Links: 2505mm</span></p><p><spa;1;1714.88;stuks
2026-01-15;2357;Rolluik (RollSUPER) (20064);<p><span style="font-weight: bold,">GEKOPPELD</span></p>Breedte: 3320mm<p>Links: 1670mm</p><p>Rechts: 1650mm</p><p><br><;1;1710.74;stuks
2026-01-15;2357;Valse vensterbank  (20109);<p>Eindpunt waar het rolluik op loopt.</p>Materiaal: HF geleider<p>Maten:</p><p>- 3340mm</p><p>- 3320mm</p><p>Kleur: Ral;1;75.21;stuks
2026-01-15;2357;Situo 5 IO (20048);<p>- 5 kanaals afstandsbediening</p>;2;95.04;stuks
2026-01-15;2357;Situo 1 IO (20047);- 1 kanaal afstandsbediening;2;61.98;stuks
2026-01-15;2357;Montage rolluik solar (20241);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;6;123.97;stuks
2026-01-15;2357;Korting (20090);<span style="font-weight: bold,">- 15% korting</span>;1;-1096.69;prijs
2026-01-15;2357;Aanbetaling (4);Aanbetaling - factuur 1708 van 29-09-2025.;-1;1567.56;prijs
2026-01-16;2358;Aanbetaling (4);Aanbetaling De Elzenhoek. (4764);1;2485.62;prijs
2026-01-16;2359;Hoeklijnen (20100);Maten: 120x20x2x4500mm<p>Kleur: Ral 9010 STR</p><p>Materiaal: Aluminium</p>;1;125.62;stuks
2026-01-16;2359;Kokers (20099);Afmeting: 50x50x128mm 2x<p>Kleur: Ral 9010 Structuur</p><p>Materiaal Aluminium</p><p><br></p><p><span style="font-weight;1;0;stuks
