datum;factuur;product;omschrijving;aantal;prijs;eenheid
2026-05-29;3296;Gordijn (20198);<p>Breedte: 3800 mm</p><p>Hoogte: 2874 mm</p><p>Naam: Core, Madia</p>Type: Inbetween<p>Kleur: 2</p><p>Plooi: Vlinderploo;1;692.56;prijs
2026-05-29;3296;Gordijn (20198);<p>Breedte: 3800 mm</p><p>Hoogte: 2874 mm</p><p>Naam: Kobe, Craft</p>Type: Inbetween<p>Kleur: 2</p><p>Plooi: Vlinderploo;1;657.02;prijs
2026-05-29;3296;Gordijn (20198);<p>Breedte: 2800 mm</p><p>Hoogte: 2789 mm</p><p>Naam: Core, Madia</p>Type: Inbetween<p>Kleur: 2</p><p>Plooi: Vlinderploo;1;507.44;prijs
2026-05-29;3296;Gordijn (20198);<p>Breedte: 3300 mm</p><p>Hoogte: 2810 mm</p><p>Naam:Kobe, Marsala</p>Type: Inbetween<p>Kleur: 11</p><p>Plooi: Vlinderpl;1;748.76;prijs
2026-05-29;3296;Gordijn (20198);<p>Breedte: 3250 mm</p><p>Hoogte: 2674 mm</p><p>Naam: Kobe, Marsala</p>Type: Inbetween<p>Kleur: 11</p><p>Plooi: Vlinderp;1;743.8;prijs
2026-05-29;3296;Rails (20199);Type: PF3000, standaard<p>Kleur: Wit</p><p>Bocht: Enkele bochten</p><p><br></p><p>Prijs is incl. montage&nbsp,</p>;1;549.59;prijs
2026-05-29;3296;Korting (20090);50% korting op de gordijnen in overleg met Joey;1;-1674.79;prijs
2026-05-29;3296;Aanbetaling (4);Aanbetaling - factuur 2688 van 17-03-2026.;-1;669.92;prijs
2026-05-29;3297;Aanbetaling (4);Aanbetaling Prijsopgaaf Sonty. (5401);1;6260.86;prijs
2026-05-29;3298;Rolluik (RollSUPER) (20064);Breedte: 2440 mm<p>Hoogte: 1630 mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: RAL 9010</p><p>Kleur Pantser: ;1;971.9;stuks
2026-05-29;3298;Rolluik (RollSUPER) (20064);Breedte: 3100 mm<p>Hoogte: 1630 mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: RAL 9010</p><p>Kleur Pantser: ;1;1148.76;stuks
2026-05-29;3298;Valse vensterbank  (20109);<p>Eindpunt waar het rolluik op loopt.</p>Materiaal: HF geleiders<p>Maten: 5550 mm</p><p>Kleur: RAL9010</p>;1;69.42;stuks
2026-05-29;3298;Situo 1 IO (20047);- 1 kanaal afstandsbediening;2;62.81;stuks
2026-05-29;3298;Montage Rolluik Bedraad (20065);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p><p><br></p><p>Kabels boven achter rolluik naar rechts, langs he;2;123.97;stuks
2026-05-29;3298;Korting (20090);Tijdelijke actie, 15% korting;1;-384.55;prijs
2026-05-29;3298;Aanbetaling (4);Aanbetaling - factuur 2582 van 28-02-2026.;-1;871.64;prijs
2026-05-30;3302;Aanbetaling (4);Aanbetaling Prijsopgave Sonty Rest huis (5595);1;771.24;prijs
2026-05-30;3301;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5479);1;1386.18;prijs
2026-05-30;3300;Aanbetaling (4);Aanbetaling Prijsopgaaf Sonty. (5546);1;1271.39;prijs
2026-05-30;3299;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5529);1;3811.97;prijs
2026-06-01;3304;Suneye (20131);Breedte: 4650 mm&nbsp,<p>Uitval: 3000mm</p><p>Kleur cassette: Ral&nbsp, 7016</p><p>Kleur doek: U140&nbsp,</p><p>Bedienin;1;2723.14;stuks
2026-06-01;3304;Eolis 3D windsensor IO (20050);- Windbeveiliging in de voorlijst<p>- De windsensor is een hulp stuk hier kunnen geen garantie rechten aan verleend word;1;123.14;stuks
2026-06-01;3304;Situo 1 IO (20047);- 1 kanaal afstandsbediening;1;61.98;stuks
2026-06-01;3304;Montage knikarmscherm standaard. (20267);- Montage d.m.v. chemisch anker<p>- Afwerken elektra</p><p>- Klein materiaal</p><p>- Afstellen zonwering </p><p>- Inmete;1;206.61;stuks
2026-06-01;3304;Korting (20090);15% Korting&nbsp,;1;-467.23;prijs
2026-06-01;3304;Aanbetaling (4);Aanbetaling - factuur 2789 van 28-03-2026.;-1;1059.06;prijs
2026-06-01;3303;Suncube 150 (20150);Type: Uitvalscherm<p><span style=""><br></span></p><p>Breedte: 3000 mm</p><p>Uitval: 1350 mm</p><p>Systeemkleur: Ral 900;1;1785.12;stuks
2026-06-01;3303;Montage uitvalscherm (20250);<p>- Montage</p>- Afwerken elektra<br><p>- Klein materiaal</p><p>- Afstellen zonwering </p><p>- Inmeten product&nbsp,</p;1;181.82;stuks
2026-06-01;3303;Hoeklijnen (20100);Maten: 60x40x3x1400mm<p>Kleur: Ral 9001</p><p>Materiaal: Aluminium</p><p><br></p><p>Deze hoeklijnen worden in de dag vas;1;74.38;stuks
2026-06-01;3303;Korting (20090);Tijdelijke actie 15% korting;1;-306.2;prijs
2026-06-01;3303;Aanbetaling (4);Aanbetaling - factuur 2903 van 10-04-2026.;-1;694.05;prijs
2026-06-01;3306;Aanbetaling (4);Aanbetaling Prijsopgaaf Sonty (5665);1;457.85;prijs
2026-06-01;3305;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5577);1;359.67;prijs
2026-06-02;3307;Aanbetaling (4);Aanbetaling prijsopgave Sonty (5514);-1;1643.97;prijs
2026-06-02;3309;Suneye (20131);Breedte: 4100 mm<p>Uitval:&nbsp, 3000 mm&nbsp,</p><p>Kleur cassette: Ral 7016</p><p>Kleur doek: 8779</p><p>Bediening: So;1;2534.71;stuks
2026-06-02;3309;Situo 1 IO (20047);- 1 kanaal afstandsbediening;1;61.98;stuks
2026-06-02;3309;Eolis 3D windsensor IO (20050);- Windbeveiliging in de voorlijst<p>- De windsensor is een hulp stuk hier kunnen geen garantie rechten aan verleend word;1;123.14;stuks
2026-06-02;3309;Kokers (20099);- Afmeting&nbsp, 40x70x4x200.&nbsp, &nbsp, &nbsp,<span style="font-weight: bold,">2x</span><p>- Kleur. ral 9001</p><p>- ;1;50;stuks
2026-06-02;3309;Montage Knikarmscherm uitgebreid. (20237);- Montage d.m.v. chemisch anker<p>- Afwerken elektra</p><p>- Klein materiaal</p><p>- Afstellen zonwering </p><p>- Inmete;1;247.93;stuks
2026-06-02;3309;Demontage oude knikarmscherm (20097);- Inclusief afvoeren.<p><br></p><p><span style="font-weight: 700,">€25,00,- van dit bedrag zullen wij einde jaar doneren;1;123.97;stuks
2026-06-02;3309;Korting (20090);( er is 20% korting gegeven, )&nbsp,<p><br></p>;1;-628.1;prijs
2026-06-02;3309;Aanbetaling (4);Aanbetaling - factuur 2908 van 10-04-2026.;-1;1005.45;prijs
2026-06-02;3308;Voorrijkosten (20088);;1;45.45;prijs
2026-06-02;3308;gewerkte uren Sonty (20089);- 1ste uur, 2 monteurs.;2;45.45;uur
2026-06-02;3310;Voorrijkosten (20088);;1;37.5;prijs
2026-06-02;3310;Somfy motor uitvalscherm (20246);- Somfy<p>- Type: 20/17 RTS</p><p>- Product: Uitvalscherm<br></p><p>- Inclusief montage</p>;1;578.51;stuks
2026-06-02;3310;gewerkte uren Sonty (20089);- Dichtbinden van het uitvalscherm.;1;61.98;prijs
2026-06-02;3310;Aanbetaling (4);Aanbetaling - factuur 2915 van 10-04-2026.;-1;271.2;prijs
2026-06-02;3311;Zip Design (20092);Breedte: 1105 mm<p>Hoogte: 1525 mm</p><p>Kastmaat: 105 mm</p><p>Kleur omvatting: 7016</p><p>Kleur doek: <span style="fon;1;1133.31;stuks
2026-06-02;3311;Rolluik (RollSUPER) (20064);Breedte: 1045 mm<p>Hoogte: 1500 mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: RAL 7016</p><p>Kleur Pantser: ;1;839.67;stuks
2026-06-02;3311;Rolluik (RollSUPER) (20064);Breedte: 2090 mm<p>Hoogte: 1525&nbsp, mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: RAL 7016</p><p>Kleur Pan;2;1007.44;stuks
2026-06-02;3311;Zip Design (20092);Breedte: 2095mm<p>Hoogte: 1520 mm</p><p>Kastmaat: 105 mm</p><p>Kleur omvatting: Ral 7016 ST</p><p>Kleur doek: 71818&nbsp;1;1323.14;stuks
2026-06-02;3311;Situo 1 IO (20047);- 1 kanaal afstandsbediening;2;61.98;stuks
2026-06-02;3311;Situo 5 IO (20048);<p>- 5 kanaals afstandsbediening</p>;1;95.04;stuks
2026-06-02;3311;Montage rolluik solar (vanaf 3 stuks) (20242);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;5;66.12;stuks
2026-06-02;3311;Korting (20090);Tijdelijke actie 15%;1;-879.05;prijs
2026-06-02;3311;Aanbetaling (4);Aanbetaling - factuur 2650 van 10-03-2026.;-1;1992.62;prijs
2026-06-03;3334;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5708);1;2318.07;prijs
2026-06-03;3332;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5677);1;1872.22;prijs
2026-06-03;3324;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5673);1;945.19;prijs
2026-06-03;3327;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5629);1;972.27;prijs
2026-06-03;3326;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5626);1;978.69;prijs
2026-06-03;3322;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5584);1;820.34;prijs
2026-06-03;3312;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5573);1;452.23;prijs
2026-06-03;3331;Aanbetaling (4);Aanbetaling Prijsopgaaf Sonty. (5556);1;1024.46;prijs
2026-06-03;3313;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5545);1;2510.08;prijs
2026-06-03;3323;Aanbetaling (4);Aanbetaling prijsopgave Sonty (5521);1;383.28;prijs
2026-06-03;3317;Aanbetaling (4);Aanbetaling Prijsopgave hordeur (5513);1;209.95;prijs
2026-06-03;3333;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5420);1;1148.1;prijs
2026-06-03;3330;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5509);1;471.08;prijs
2026-06-03;3320;Aanbetaling (4);Aanbetaling Prijsopgaaf Sonty (5502);1;2074.38;prijs
2026-06-03;3325;Aanbetaling (4);Aanbetaling Prijsopgave Heemstede (5636);1;659.07;prijs
2026-06-03;3318;Aanbetaling (4);Aanbetaling Prijsopgave Heemstede (5610);1;697.26;prijs
2026-06-03;3315;Aanbetaling (4);Aanbetaling Prijsopgave Heemstede (5609);1;639.07;prijs
2026-06-03;3328;Aanbetaling (4);Aanbetaling Prijsopgave Heemstede (5607);1;659.07;prijs
2026-06-03;3316;Aanbetaling (4);Aanbetaling Prijsopgave Heemstede (5606);1;1570.65;prijs
2026-06-03;3329;Aanbetaling (4);Aanbetaling Prijsopgave heemstede (5603);1;757.52;prijs
2026-06-03;3321;Aanbetaling (4);Aanbetaling Prijsopgave Heemstede (5598);1;659.07;prijs
2026-06-03;3319;Aanbetaling (4);Aanbetaling Prijsopgave Heemstede (5560);1;1748;prijs
2026-06-03;3314;Aanbetaling (4);Aanbetaling Prijsopgave Heemstede (5468);1;777.52;prijs
2026-06-03;3335;Rolluik (RollSUPER) (20064);<p><span style="font-weight: bold,">GEKOPPELD Rolluik&nbsp,</span></p><p><br></p>Breedte: 3930 mm<p><span style="">Links;1;1734.71;stuks
2026-06-03;3335;Situo 1 IO (20047);- 1 kanaal afstandsbediening;2;61.98;stuks
2026-06-03;3335;Kokers (20099);- Afmeting.&nbsp, &nbsp,80x60x2x1560<p>- Kleur Ral 7016&nbsp,</p><p>- Materiaal Alu</p>;1;80;stuks
2026-06-03;3335;Montage rolluik solar (20241);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p><p>- Inmeten product&nbsp,</p><p>- Verwerking verpakkingsmateri;1;123.97;stuks
2026-06-03;3335;Tahoma switch (20141);- Appbediening voor Somfy motoren (RTS / IO).<p>- Dynamisch / Automatiseren van de producten.</p><p>- Op afstand overal ;1;161.16;stuks
2026-06-03;3335;Korting (20090);15% Korting&nbsp,;1;-309.3;prijs
2026-06-03;3335;Aanbetaling (4);Aanbetaling - factuur 2752 van 24-03-2026.;-1;701.34;prijs
2026-06-04;3342;Aanbetaling (4);Aanbetaling Prijsopgave Heemstede (5602);1;706.78;prijs
2026-06-04;3339;Suneye (20131);Breedte:&nbsp, 5000 mm<p>Uitval: 3000 mm</p><p>Kleur cassette: Ral 7016 str</p><p>Kleur doek: U370</p><p>Bediening: Somf;1;2785.12;stuks
2026-06-04;3339;Montage Knikarmscherm uitgebreid. (20237);- Montage d.m.v. chemisch anker<p>- Afwerken elektra</p><p>- Klein materiaal</p><p>- Afstellen zonwering </p><p>- Inmete;1;247.93;stuks
2026-06-04;3339;Korting (20090);15% korting;1;-455.37;prijs
2026-06-04;3339;Aanbetaling (4);Aanbetaling - factuur 2749 van 24-03-2026.;-1;1031.07;prijs
2026-06-04;3337;Demontage (20320);- Demontage producten<p><br></p>;1;330.58;stuks
2026-06-04;3337;Hoogwerker (20085);Inclusief transport kosten.<p>Inclusief rijplaten voor straatwerk.</p>;1;495.87;stuks
2026-06-04;3336;Montage Rolluik Bedraad (20065);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p><p><br></p>;1;206.61;stuks
2026-06-04;3341;Aanbetaling (4);Aanbetaling Prijsopgave Uitvalschermen (5491);1;1224.45;prijs
2026-06-04;3346;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5478);1;973.22;prijs
2026-06-04;3347;Aanbetaling (4);Aanbetaling Prijsopgaaf Sonty. (5565);1;1098.84;prijs
2026-06-04;3344;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5581);1;599.64;prijs
2026-06-04;3345;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5616);1;497.4;prijs
2026-06-04;3343;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5569);1;859.49;prijs
2026-06-04;3338;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5653);1;504.38;prijs
2026-06-04;3348;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5688);1;1510.89;prijs
2026-06-04;3349;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5737);1;1059.87;prijs
2026-06-04;3340;Aanbetaling (4);Aanbetaling Prijsopgaaf Sonty (5744);1;1471.08;prijs
2026-06-04;3350;Aanbetaling (4);Aanbetaling Prijsopgaaf Sonty (5733);1;644.8;prijs
2026-06-04;3351;Suneye (20131);Breedte: 5000mm<p>Uitval: 3000mm</p><p>Kleur cassette: Ral 9005 STR</p><p>Kleur doek: U140</p><p>Bediening: Somfy IO mot;1;2723.14;stuks
2026-06-04;3351;Montage Knikarmscherm uitgebreid. (20237);- Montage d.m.v. chemisch anker<p>- Afwerken elektra</p><p>- Klein materiaal</p><p>- Afstellen zonwering </p><p>- Inmete;1;247.93;stuks
2026-06-04;3351;Situo 1 IO (20047);- 1 kanaal afstandsbediening;1;61.98;stuks
2026-06-04;3351;Korting (20090);<span style="font-weight: bold,">- 15% korting</span>;1;-457.85;prijs
2026-06-04;3351;Aanbetaling (4);Aanbetaling - factuur 2732 van 23-03-2026.;-1;1030.08;prijs
2026-06-04;3352;Pergola Zip P350 (20291);Breedte: 5000 mm<p>Uitval: 4000 mm</p><p>Systeem kleur: Ral 7016 ST</p><p>Doek kleur: U104 Grijs</p><p>Motor: Somfy IO m;1;6150.41;prijs
2026-06-04;3352;Montage Pergola (20292);- Montage Pergola<p>- Draaien Krinners</p><p>- Klein materiaal</p><p>- Afstellen</p><p>- Elektra afwerken</p><p>- Inmete;1;450;prijs
2026-06-04;3352;Situo 1 IO (20047);- 1 kanaal afstandsbediening;1;61.98;stuks
2026-06-04;3352;Tahoma switch (20141);- Appbediening voor Somfy motoren (RTS / IO).<p>- Dynamisch / Automatiseren van de producten.</p><p>- Op afstand overal ;1;161.16;stuks
2026-06-04;3352;Korting (20090);15% Korting&nbsp,;1;-1000;prijs
2026-06-04;3352;Aanbetaling (4);Aanbetaling - factuur 2814 van 01-04-2026.;-1;2264.96;prijs
2026-06-05;3355;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5594);1;1647.61;prijs
2026-06-05;3356;Aanbetaling (4);Aanbetaling Prijsopgave Heemstede (5601);1;668.93;prijs
2026-06-05;3359;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5533);1;1126.82;prijs
2026-06-05;3360;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5615);1;391.42;prijs
2026-06-05;3358;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5746);1;2259.74;prijs
2026-06-05;3357;Suncube 150 (20150);Type: Uitvalscherm<p>Breedte: 4150 mm</p><p>Uitval: 1150 mm</p><p>Systeemkleur: Ral 9010</p><p>Doek code: U811</p><p>Bed;1;1545.45;stuks
2026-06-05;3357;Montage uitvalscherm (20250);<p>- Montage</p><p>- Klein materiaal</p><p>- Afstellen zonwering </p><p>- Inmeten product&nbsp,</p><p>- Verwerking verpa;1;181.82;stuks
2026-06-05;3357;Kokers (20099);Afmeting: 80x40x4x1250mm<span style="font-weight: bold,"> 2x</span><p><span style="">Kleur: Ral 9010</span></p><p>Materi;1;99.17;stuks
2026-06-05;3357;Takelen Zonwering (20098);- Takelen naar de 3de etage.;1;90.91;stuks
2026-06-05;3357;Korting (20090);15% korting;1;-288.42;prijs
2026-06-05;3357;Aanbetaling (4);Aanbetaling - factuur 2751 van 24-03-2026.;-1;651.57;prijs
2026-06-05;3353;Los screendoek (20115);Breedte: 3520 mm<p>Hoogte: 820 mm</p><p>Doek kleur: 033032</p><p>Tourniquets: Ja</p><p>Zoom rond om</p>;2;241.32;stuks
2026-06-05;3353;Montage Doek (20127);- Montage doek<p>- Inmeten product&nbsp,</p><p>- Verwerking verpakkingsmateriaal&nbsp,</p>;2;53.72;stuks
2026-06-05;3353;Duo Plisse (20183);<p>Toppoint PE10</p>Breedte: 1080 mm<p>Hoogte: 2030 mm</p><p>Bediening: Brel SOLAR</p><p>Model: Ingespannen</p><p>Montag;1;681.82;stuks
2026-06-05;3353;Montage plissé. (20268);- Montage<p>- Klein materiaal</p><p>- Inmeten product&nbsp,</p><p>- Verwerking verpakkingsmateriaal&nbsp,</p>;1;33.06;stuks
2026-06-05;3353;Plisséhordeur Unilux (20106);<p><span style="">Breedte: 1000mm</span></p><p>Hoogte: 2100mm</p><p>Kleur: RAL 9010</p><p>Kleur gaas: Zwart</p><p>Montag;1;452.89;stuks
2026-06-05;3353;Montage Plisséhordeur enkel. (20264);- Montage Plisséhordeur<p>- Klein materiaal</p><p>- Inmeten product&nbsp,</p><p>- Verwerking verpakkingsmateriaal&nbsp,<;1;61.98;stuks
2026-06-05;3353;Aanbetaling (4);Aanbetaling - factuur 2744 van 24-03-2026.;-1;727.93;prijs
2026-06-05;3354;Plisséhordeur Unilux (20106);<p><span style="">Breedte: 1400 mm</span></p><p>Hoogte: 1990 mm&nbsp,</p><p>Kleur: RAL 9005 ST&nbsp,</p><p>Kleur gaas: Z;1;461.16;stuks
2026-06-05;3354;Plisséhordeur Unilux (20106);<p><span style="">Breedte: 915 mm</span></p><p>Hoogte: 2225 mm&nbsp,</p><p>Kleur: RAL 9005 ST&nbsp,</p><p>Kleur gaas: Zw;1;452.89;stuks
2026-06-05;3354;Montage Plisséhordeur enkel. (20264);- Montage Plisséhordeur<p>- Klein materiaal</p><p>- Inmeten product&nbsp,</p><p>- Verwerking verpakkingsmateriaal&nbsp,<;2;61.98;stuks
2026-06-05;3354;Korting (20090);15% Korting&nbsp,;1;-155.79;prijs
2026-06-05;3354;Aanbetaling (4);Aanbetaling - factuur 3082 van 01-05-2026.;-1;352.89;prijs
2026-06-06;3361;Montage (20275);Montage knikarmscherm<p>1e uur 2 monteurs</p>;1;152.89;prijs
2026-06-06;3362;Houten Jaloezie (20070);<p>ABZ</p>Breedte: 1310 mm<p>Hoogte: 1790 mm</p><p>Lamel breedte: 50 mm</p><p>Lamel kleur: B6420</p><p>Kleur bak: Wit</p;1;465.29;stuks
2026-06-06;3362;Houten Jaloezie (20070);<p>ABZ</p>Breedte: 1195 mm<p>Hoogte: 2425 mm</p><p>Lamel breedte: 50 mm</p><p>Lamel kleur: B6420</p><p>Kleur bak: Wit</p;1;541.32;stuks
2026-06-06;3362;Houten Jaloezie (20070);<p>ABZ</p>Breedte: 1290 mm<p>Hoogte: 1825 mm</p><p>Lamel breedte: 50 mm</p><p>Lamel kleur: B6420</p><p>Kleur bak: Wit</p;1;502.48;stuks
2026-06-06;3362;Houten Jaloezie (20070);<p>ABZ</p>Breedte: 1470 mm<p>Hoogte: 2440 mm</p><p>Lamel breedte: 50 mm</p><p>Lamel kleur: B6420</p><p>Kleur bak: Wit</p;1;673.55;stuks
2026-06-06;3362;Duo Plisse (20183);<p>Toppoint</p>Breedte: 1190 mm<p>Hoogte: 1380 mm</p><p>Systeemkleur: RAL 9010</p><p>Doekkleur: BO Unique 004</p><p>Bedi;1;418.18;stuks
2026-06-06;3362;Montage (20275);- Montage van de producten<p>- Klein materiaal</p><p>- Verwerking verpakkingsmateriaal</p>;1;235.54;prijs
2026-06-06;3362;Korting (20090);- 15% korting.<p>Joey</p>;1;-425.62;prijs
2026-06-06;3362;Aanbetaling (4);Aanbetaling - factuur 2923 van 11-04-2026.;-1;964.3;prijs
2026-06-06;3363;Plisséhordeur Unilux (20106);<p><span style="">Breedte: 1490mm</span></p><p>Hoogte: 2210mm</p><p>Kleur: RAL 9010</p><p>Kleur gaas: Zwart</p><p>Montag;1;421.49;stuks
2026-06-06;3366;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5648);1;4561.99;prijs
2026-06-06;3367;Aanbetaling (4);Aanbetaling Prijsopgave SONTY (5522);1;852.58;prijs
2026-06-06;3365;Aanbetaling (4);Aanbetaling Prijsopgaaf Sonty. (5775);1;647.31;prijs
2026-06-06;3364;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (5571);1;1039.39;prijs
2026-06-08;3368;Demontage oude knikarmscherm (20097);- Inclusief afvoeren.<p><br></p>;1;161.16;stuks
2026-06-08;3371;Suneye (20131);Breedte: 5000&nbsp, mm<p>Uitval: 2500 mm</p><p>Kleur cassette: RAL 9005 STR</p><p>Kleur doek: 8779</p><p>Bediening: Somf;1;2557.85;stuks
2026-06-08;3371;Situo 1 IO (20047);- 1 kanaal afstandsbediening;1;61.98;stuks
2026-06-08;3371;Kokers (20099);- Afmeting 50x50x4x650&nbsp, &nbsp, &nbsp, &nbsp,<span style="font-weight: bold,">2x</span><p>- Kleur&nbsp, Ral 9005 (Zw;2;52.46;stuks
2026-06-08;3371;Kokers (20099);- Afmeting&nbsp, &nbsp,50x50x4x200&nbsp,<p>- Kleur&nbsp, Ral 9005 (zwart)</p><p>- Materiaal&nbsp, Aluminium&nbsp,</p>;1;50;stuks
2026-06-08;3371;Montage Knikarmscherm uitgebreid. (20237);- Montage d.m.v. kokers op het kozijn&nbsp,<p>- Afwerken elektra buiten aansluiten op bestaande stopcontact&nbsp,</p><p>;1;247.93;stuks
2026-06-08;3371;Korting (20090);15% korting&nbsp, &nbsp,(andere korting ivm geen voorraadscherm);1;-453.35;prijs
2026-06-08;3371;Eolis 3D windsensor IO (20050);- Windbeveiliging in de voorlijst<p>- De windsensor is een hulp stuk hier kunnen geen garantie rechten aan verleend word;1;123.14;stuks
2026-06-08;3371;Aanbetaling (4);Aanbetaling - factuur 2619 van 05-03-2026.;-1;1027.73;prijs
2026-06-09;3375;reparatie (20170);Product: Rolluik<p>Benodigdheden: Nieuwe veren&nbsp,</p><p>Kleur: </p>;1;185.95;prijs
2026-06-08;3369;SunProject 100 (20197);<p>Type: Uitvalscherm</p>Breedte: 3500 mm&nbsp,<p>Uitval: 1150&nbsp,</p><p>Kleur cassette: Ral 7016 ST</p><p>Kleur doek:;1;1534.71;stuks
2026-06-08;3369;Montage uitvalscherm (20250);<p>- Montage</p>- Afwerken elektra<br><p>- Klein materiaal</p><p>- Afstellen zonwering </p><p>- Inmeten product&nbsp,</p;1;165.29;stuks
2026-06-08;3369;Korting (20090);15% Korting&nbsp,<p><br></p><p><br></p><p>50% Korting montage&nbsp,</p><p>heeft ook 2 Roma rolluiken dit op zelfde dag m;1;-243.8;prijs
2026-06-08;3369;Aanbetaling (4);Aanbetaling - factuur 2995 van 18-04-2026.;-1;549.42;prijs
2026-06-08;3370;Roma geëxrudeerd rolluik (20305);Breedte: 3170 mm<p>Hoogte: 1630 mm</p><p>Kastmaat (Schuin): 190mm&nbsp,</p><p>Kleur Omvatting: RAL 7016 ST</p><p>Kleur P;1;1647.11;stuks
2026-06-08;3370;Roma geëxrudeerd rolluik (20305);Breedte: 3170 mm<p>Hoogte: 1930 mm</p><p>Kastmaat (Schuin): 190 mm&nbsp,</p><p>Kleur Omvatting: RAL 7016 ST</p><p>Kleur ;1;1738.02;stuks
2026-06-08;3370;Tahoma switch (20141);- Appbediening voor Somfy motoren (RTS / IO).<p>- Dynamisch / Automatiseren van de producten.</p><p>- Op afstand overal ;1;161.16;stuks
2026-06-08;3370;Montage rolluik solar (20241);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;2;82.64;stuks
2026-06-08;3370;Korting (20090);15% Korting tijdelijk actie&nbsp,;1;-556.61;prijs
2026-06-08;3370;Aanbetaling (4);Aanbetaling - factuur 2731 van 23-03-2026.;-1;1261.98;prijs
2026-06-08;3373;Aanbetaling (4);Aanbetaling Prijsopgaaf Sonty De buut (5769);1;138.2;prijs
2026-06-08;3372;Rolluik (RollSUPER) (20064);Breedte: 920 mm<p>Hoogte:&nbsp, 1600 mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: RAL 9005 ST</p><p>Kleur P;2;800.83;stuks
2026-06-08;3372;Rolluik (RollSUPER) (20064);Breedte: 1650 mm<p>Hoogte: 1600 mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: RAL 9005 ST</p><p>Kleur Pantse;1;991.74;stuks
2026-06-08;3372;Situo 5 IO (20048);<p>- 5 kanaals afstandsbediening</p>;1;95.04;stuks
2026-06-08;3372;Suneye (20131);Breedte: 4700 mm<p>Uitval: 3000 mm</p><p>Kleur cassette: RAL 9005 ST</p><p>Kleur doek: 24 (Zwart)</p><p>Bediening: Somfy;1;2723.14;stuks
2026-06-08;3372;Situo 1 IO (20047);- 1 kanaal afstandsbediening;1;61.98;stuks
2026-06-08;3372;Eolis 3D windsensor IO (20050);- Windbeveiliging in de voorlijst<p>- De windsensor is een hulp stuk hier kunnen geen garantie rechten aan verleend word;1;123.14;stuks
2026-06-08;3372;Montage knikarmscherm standaard. (20267);- Montage d.m.v. chemisch anker<p>- Afwerken elektra</p><p>- Klein materiaal</p><p>- Afstellen zonwering </p>;1;206.61;stuks
